url,name,credentials,specialty,specialty_id,practice_name,rating,review_count,npi,gender,languages,virtual_care,accepting_new_patients,visit_reasons,insurance_accepted,meta_description
https://www.zocdoc.com/doctor/olivia-mouras-np-pmhnp-bc-446763?LocIdent=282558&reason_visit=171&insuranceCarrier=300&insurancePlan=20654&dr_specialty=122&isNewPatient=true&searchType=specialty,Olivia Mouras,NP,Adult Psychiatric & Mental Health Nurse Practitioner,122,Shamrock Medicine,4.957236842105263,304,1750022646,N/A,English,Yes,Yes,Attention-Deficit / Hyperactivity Disorder (ADHD); Depression; New Patient Visit; Psychiatry Consultation; Sleep Problems,Bluecross-Blueshield-Wrapper; Bluecross-Blueshield-Image; Aetna-Wrapper; Aetna-Name; Aetna-Image,"Olivia Mouras holds a Bachelor of Science in Nursing from LaSalle University and a Master's degree in Primary Care as a Family Nurse Practitioner from Drexel University. While gaining valuable experience at the Hospital of the University of Pennsylvania, Olivia recognized a pressing need for improved access to psychiatric mental health services. This realization led her to obtain a Post-Master's Certification as a Psychiatric Mental Health Nurse Practitioner Across the Lifespan."
