url,name,brand,price,currency,availability,sku,rating_value,review_count
https://www.ikea.com/us/en/p/anvaendbar-hanging-plant-holder-hanging-natural-70326420/,ANVÄNDBAR Hanging plant holder - hanging/natural,IKEA,24.99,USD,InStock,N/A,4.6,57
https://www.ikea.com/us/en/p/apotekare-wall-shelf-black-00550196/,"APOTEKARE Wall shelf - black 19 5/8x20 1/2 """,IKEA,34.99,USD,InStock,N/A,4.8,88
https://www.ikea.com/us/en/p/aptitlig-butcher-block-bamboo-00233429/,"APTITLIG Butcher block - bamboo 17 ¾x14 ¼ """,IKEA,24.99,USD,InStock,N/A,4.6,566
https://www.ikea.com/us/en/p/aptitlig-cutting-board-bamboo-40557247/,"APTITLIG Cutting board - bamboo 12 ¼x6 """,IKEA,5.99,USD,InStock,N/A,4.7,165
https://www.ikea.com/us/en/p/aptitlig-lazy-susan-organizer-bamboo-60562498/,"APTITLIG Lazy Susan - organizer bamboo 11 """,IKEA,17.99,USD,InStock,N/A,4.8,210
https://www.ikea.com/us/en/p/arbetstag-door-mat-dog-40607054/,"ARBETSTÅG Door mat - dog 2 ' 0 ""x2 ' 11 """,IKEA,24.99,USD,InStock,N/A,4.8,134
https://www.ikea.com/us/en/p/arfenhaj-chopsticks-8-pairs-multicolor-50598488/,ÅRFENHAJ Chopsticks 8 pairs - multicolor,IKEA,4.99,USD,InStock,N/A,5,1
https://www.ikea.com/us/en/p/arla-herrgard-semi-hard-cheese-80612893/,ARLA HERRGÅRD Semi-hard cheese 11 oz,IKEA,9.99,USD,InStoreOnly,N/A,4.7,22
https://www.ikea.com/us/en/p/arla-praest-semi-hard-cheese-10611929/,ARLA PRÄST Semi-hard cheese 11 oz,IKEA,9.99,USD,InStoreOnly,N/A,4.9,15
https://www.ikea.com/us/en/p/arstid-floor-lamp-brass-white-60321324/,ÅRSTID Floor lamp - brass/white,IKEA,84.99,USD,InStock,N/A,4.8,1299
https://www.ikea.com/us/en/p/arstid-floor-lamp-nickel-plated-white-50163867/,ÅRSTID Floor lamp - nickel plated/white,IKEA,84.99,USD,InStock,N/A,4.8,1299
https://www.ikea.com/us/en/p/arstid-table-lamp-brass-white-80321380/,ÅRSTID Table lamp - brass/white,IKEA,39.99,USD,InStock,N/A,4.8,2774
https://www.ikea.com/us/en/p/arstid-table-lamp-nickel-plated-white-60280639/,ÅRSTID Table lamp - nickel plated/white,IKEA,39.99,USD,InStock,N/A,4.8,2774
